MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1277955,Bsn,bassoon,9,,structural constituent of presynaptic active zone,"happens in glutamatergic synapse,happens in brain",,IDA,,J:263436 
MGI:1277955,Bsn,bassoon,9,,structural constituent of presynaptic active zone,"happens in GABA-ergic synapse,happens in brain",,IDA,,J:263436 
MGI:1277955,Bsn,bassoon,9,,structural constituent of presynaptic active zone,happens in Schaffer collateral - CA1 synapse,,IMP,,J:263436 
MGI:1277955,Bsn,bassoon,9,,structural constituent of presynaptic active zone,"happens in glutamatergic synapse,happens in brain",,IMP,,J:263436 
MGI:1277955,Bsn,bassoon,9,,structural constituent of presynaptic active zone,"happens in GABA-ergic synapse,happens in brain",,IMP,,J:263436 
MGI:1277955,Bsn,bassoon,9,,structural constituent of presynaptic active zone,happens in Schaffer collateral - CA1 synapse,,IPI,,J:263436 
MGI:1277955,Bsn,bassoon,9,,structural constituent of presynaptic active zone,"happens in glutamatergic synapse,happens in brain",,IPI,,J:263436 
MGI:1277955,Bsn,bassoon,9,,structural constituent of presynaptic active zone,"happens in GABA-ergic synapse,happens in brain",,IPI,,J:263436 
MGI:1346013,Bves,blood vessel epicardial substance,10,,structural molecule activity,,,ISO,Q8NE79 ,J:164563 
MGI:88257,Camk2b,"calcium/calmodulin-dependent protein kinase II, beta",11,,structural constituent of postsynaptic actin cytoskeleton,,,ISO,RGD:2262 ,J:155856 
MGI:107437,Capn3,calpain 3,2,,structural constituent of muscle,,,IMP,,J:140035 
MGI:1276109,Cldn1,claudin 1,16,,structural molecule activity,,,IEA,IPR003548 IPR006187 ,J:72247 
MGI:1276110,Cldn2,claudin 2,X,,structural molecule activity,,,IEA,IPR005411 IPR006187 ,J:72247 
MGI:1329044,Cldn3,claudin 3,5,,structural molecule activity,,,IEA,IPR003549 IPR006187 ,J:72247 
MGI:1313314,Cldn4,claudin 4,5,,structural molecule activity,,,IEA,IPR003550 IPR006187 ,J:72247 
MGI:1276112,Cldn5,claudin 5,16,,structural molecule activity,,,IEA,IPR003551 IPR006187 ,J:72247 
MGI:1859284,Cldn6,claudin 6,17,,structural molecule activity,,,IEA,IPR003925 IPR006187 ,J:72247 
MGI:1859285,Cldn7,claudin 7,11,,structural molecule activity,,,IEA,IPR003552 IPR006187 ,J:72247 
MGI:1859286,Cldn8,claudin 8,16,,structural molecule activity,,,IEA,IPR003926 IPR006187 ,J:72247 
MGI:1913100,Cldn9,claudin 9,17,,structural molecule activity,,,IEA,IPR003553 IPR006187 ,J:72247 
MGI:1913101,Cldn10,claudin 10,14,,structural molecule activity,,,IEA,IPR003554 IPR006187 ,J:72247 
MGI:106925,Cldn11,claudin 11,3,,structural molecule activity,,,IEA,IPR003555 IPR006187 ,J:72247 
MGI:1913102,Cldn13,claudin 13,5,,structural molecule activity,,,IEA,IPR006187 ,J:72247 
MGI:1860425,Cldn14,claudin 14,16,,structural molecule activity,,,IEA,IPR003556 IPR006187 ,J:72247 
MGI:1913103,Cldn15,claudin 15,5,,structural molecule activity,,,IEA,IPR006187 IPR008094 ,J:72247 
MGI:2148742,Cldn16,claudin 16,16,,structural molecule activity,,,IEA,IPR003927 IPR006187 ,J:72247 
MGI:2652030,Cldn17,claudin 17,16,,structural molecule activity,,,IEA,IPR006187 ,J:72247 
MGI:1929209,Cldn18,claudin 18,9,,structural molecule activity,,,IEA,IPR003928 IPR006187 ,J:72247 
MGI:3033992,Cldn19,claudin 19,4,,structural molecule activity,,,IEA,IPR006187 ,J:72247 
MGI:1922927,Cldn22,claudin 22,8,,structural molecule activity,,,IEA,IPR006187 ,J:72247 
MGI:1919158,Cldn23,claudin 23,8,,structural molecule activity,,,IEA,IPR006187 ,J:72247 
MGI:894297,Clta,"clathrin, light polypeptide (Lca)",4,,structural molecule activity,,,IEA,IPR000996 ,J:72247 
MGI:1921575,Cltb,"clathrin, light polypeptide (Lcb)",13,,structural molecule activity,,,IEA,IPR000996 ,J:72247 
MGI:2388633,Cltc,"clathrin, heavy polypeptide (Hc)",11,,structural molecule activity,,,IEA,IPR015348 IPR016025 ,J:72247 
MGI:2447167,Cmtm8,CKLF-like MARVEL transmembrane domain containing 8,9,,structural constituent of myelin sheath,,,IBA,PTN000512260 ,J:265628 
MGI:88467,Col1a1,"collagen, type I, alpha 1",11,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:88467,Col1a1,"collagen, type I, alpha 1",11,,extracellular matrix structural constituent,,,IDA,,J:113133 
MGI:88467,Col1a1,"collagen, type I, alpha 1",11,,extracellular matrix structural constituent conferring tensile strength,happens in lung|happens in colon,,RCA,,J:265604 
MGI:88467,Col1a1,"collagen, type I, alpha 1",11,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:88468,Col1a2,"collagen, type I, alpha 2",6,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:88468,Col1a2,"collagen, type I, alpha 2",6,,extracellular matrix structural constituent conferring tensile strength,happens in lung|happens in colon,,RCA,,J:265604 
MGI:88468,Col1a2,"collagen, type I, alpha 2",6,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:88452,Col2a1,"collagen, type II, alpha 1",15,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:88452,Col2a1,"collagen, type II, alpha 1",15,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,PR:P28481-5,RCA,,J:265607 
MGI:88453,Col3a1,"collagen, type III, alpha 1",1,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:88453,Col3a1,"collagen, type III, alpha 1",1,,extracellular matrix structural constituent,,,ISO,P02461 ,J:164563 
MGI:88453,Col3a1,"collagen, type III, alpha 1",1,,extracellular matrix structural constituent conferring tensile strength,happens in lung,,RCA,,J:265604 
MGI:88453,Col3a1,"collagen, type III, alpha 1",1,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:88454,Col4a1,"collagen, type IV, alpha 1",8,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:88454,Col4a1,"collagen, type IV, alpha 1",8,,extracellular matrix structural constituent,,,ISO,P02462 ,J:164563 
MGI:88454,Col4a1,"collagen, type IV, alpha 1",8,,extracellular matrix structural constituent conferring tensile strength,,,ISO,P02462 ,J:164563 
MGI:88454,Col4a1,"collagen, type IV, alpha 1",8,,extracellular matrix structural constituent conferring tensile strength,happens in colon,,RCA,,J:265604 
MGI:88454,Col4a1,"collagen, type IV, alpha 1",8,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:88455,Col4a2,"collagen, type IV, alpha 2",8,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:88455,Col4a2,"collagen, type IV, alpha 2",8,,extracellular matrix structural constituent conferring tensile strength,happens in lung|happens in colon,,RCA,,J:265604 
MGI:88455,Col4a2,"collagen, type IV, alpha 2",8,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:104688,Col4a3,"collagen, type IV, alpha 3",1,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:104688,Col4a3,"collagen, type IV, alpha 3",1,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:104687,Col4a4,"collagen, type IV, alpha 4",1,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:104687,Col4a4,"collagen, type IV, alpha 4",1,,extracellular matrix structural constituent,,,IPI,P55268 ,J:21122 
MGI:104687,Col4a4,"collagen, type IV, alpha 4",1,,extracellular matrix structural constituent,,,ISO,P53420 ,J:164563 
MGI:104687,Col4a4,"collagen, type IV, alpha 4",1,,extracellular matrix structural constituent conferring tensile strength,happens in lung|happens in colon,,RCA,,J:265604 
MGI:104687,Col4a4,"collagen, type IV, alpha 4",1,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:88456,Col4a5,"collagen, type IV, alpha 5",X,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:88456,Col4a5,"collagen, type IV, alpha 5",X,,extracellular matrix structural constituent conferring tensile strength,happens in lung,,RCA,,J:265604 
MGI:88456,Col4a5,"collagen, type IV, alpha 5",X,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:2152695,Col4a6,"collagen, type IV, alpha 6",X,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:2152695,Col4a6,"collagen, type IV, alpha 6",X,,extracellular matrix structural constituent,,,IDA,,J:70987 
MGI:2152695,Col4a6,"collagen, type IV, alpha 6",X,,extracellular matrix structural constituent conferring tensile strength,happens in colon,,RCA,,J:265604 
MGI:2152695,Col4a6,"collagen, type IV, alpha 6",X,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:88457,Col5a1,"collagen, type V, alpha 1",2,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:88457,Col5a1,"collagen, type V, alpha 1",2,,extracellular matrix structural constituent,,,IDA,,J:113133 
MGI:88457,Col5a1,"collagen, type V, alpha 1",2,,extracellular matrix structural constituent conferring tensile strength,happens in lung|happens in colon,,RCA,,J:265604 
MGI:88457,Col5a1,"collagen, type V, alpha 1",2,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:88458,Col5a2,"collagen, type V, alpha 2",1,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:88458,Col5a2,"collagen, type V, alpha 2",1,,extracellular matrix structural constituent conferring tensile strength,happens in lung|happens in colon,,RCA,,J:265604 
MGI:88458,Col5a2,"collagen, type V, alpha 2",1,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:1858212,Col5a3,"collagen, type V, alpha 3",9,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:1858212,Col5a3,"collagen, type V, alpha 3",9,,extracellular matrix structural constituent conferring tensile strength,happens in lung|happens in colon,,RCA,,J:265604 
MGI:1858212,Col5a3,"collagen, type V, alpha 3",9,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:1858212,Col5a3,"collagen, type V, alpha 3",9,,structural molecule activity,,,ISS,,J:61325 
MGI:88459,Col6a1,"collagen, type VI, alpha 1",10,,extracellular matrix structural constituent conferring tensile strength,happens in lung|happens in colon,,RCA,,J:265604 
MGI:88459,Col6a1,"collagen, type VI, alpha 1",10,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:88460,Col6a2,"collagen, type VI, alpha 2",10,,extracellular matrix structural constituent conferring tensile strength,happens in lung|happens in colon,,RCA,,J:265604 
MGI:88460,Col6a2,"collagen, type VI, alpha 2",10,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:88461,Col6a3,"collagen, type VI, alpha 3",1,,extracellular matrix structural constituent conferring tensile strength,happens in lung|happens in colon,,RCA,,J:265604 
MGI:88461,Col6a3,"collagen, type VI, alpha 3",1,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:88461,Col6a3,"collagen, type VI, alpha 3",1,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,PR:J3QQ16,RCA,,J:265607 
MGI:1915803,Col6a4,"collagen, type VI, alpha 4",9,,extracellular matrix structural constituent conferring tensile strength,happens in colon,,RCA,,J:265604 
MGI:3648134,Col6a5,"collagen, type VI, alpha 5",9,,extracellular matrix structural constituent conferring tensile strength,happens in lung|happens in colon,,RCA,,J:265604 
MGI:3648134,Col6a5,"collagen, type VI, alpha 5",9,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:2444259,Col6a6,"collagen, type VI, alpha 6",9,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:88462,Col7a1,"collagen, type VII, alpha 1",9,,extracellular matrix structural constituent conferring tensile strength,happens in lung|happens in colon,,RCA,,J:265604 
MGI:88462,Col7a1,"collagen, type VII, alpha 1",9,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:88463,Col8a1,"collagen, type VIII, alpha 1",16,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:88463,Col8a1,"collagen, type VIII, alpha 1",16,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:88464,Col8a2,"collagen, type VIII, alpha 2",4,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:88465,Col9a1,"collagen, type IX, alpha 1",1,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:88466,Col9a2,"collagen, type IX, alpha 2",4,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:88466,Col9a2,"collagen, type IX, alpha 2",4,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:894686,Col9a3,"collagen, type IX, alpha 3",2,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:894686,Col9a3,"collagen, type IX, alpha 3",2,,extracellular matrix structural constituent conferring tensile strength,happens in colon,,RCA,,J:265604 
MGI:88445,Col10a1,"collagen, type X, alpha 1",10,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:88445,Col10a1,"collagen, type X, alpha 1",10,,extracellular matrix structural constituent conferring tensile strength,happens in lung|happens in colon,,RCA,,J:265604 
MGI:88445,Col10a1,"collagen, type X, alpha 1",10,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:88446,Col11a1,"collagen, type XI, alpha 1",3,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:88446,Col11a1,"collagen, type XI, alpha 1",3,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:88447,Col11a2,"collagen, type XI, alpha 2",17,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:88447,Col11a2,"collagen, type XI, alpha 2",17,,extracellular matrix structural constituent,,,IC,GO:0005581 ,J:128357 
MGI:88447,Col11a2,"collagen, type XI, alpha 2",17,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:88448,Col12a1,"collagen, type XII, alpha 1",9,,extracellular matrix structural constituent conferring tensile strength,happens in lung,,RCA,,J:265604 
MGI:88448,Col12a1,"collagen, type XII, alpha 1",9,,extracellular matrix structural constituent conferring tensile strength,happens in colon,PR:Q60847-5,RCA,,J:265604 
MGI:88448,Col12a1,"collagen, type XII, alpha 1",9,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,PR:Q60847-2,RCA,,J:265607 
MGI:1277201,Col13a1,"collagen, type XIII, alpha 1",10,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:1277201,Col13a1,"collagen, type XIII, alpha 1",10,,extracellular matrix structural constituent conferring tensile strength,happens in colon,PR:Q9R1N9-2,RCA,,J:265604 
MGI:1341272,Col14a1,"collagen, type XIV, alpha 1",15,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:1341272,Col14a1,"collagen, type XIV, alpha 1",15,,extracellular matrix structural constituent conferring tensile strength,happens in lung|happens in colon,,RCA,,J:265604 
MGI:88449,Col15a1,"collagen, type XV, alpha 1",4,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:88449,Col15a1,"collagen, type XV, alpha 1",4,,extracellular matrix structural constituent conferring tensile strength,happens in lung|happens in colon,,RCA,,J:265604 
MGI:88449,Col15a1,"collagen, type XV, alpha 1",4,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:88449,Col15a1,"collagen, type XV, alpha 1",4,,structural molecule activity,,,IEA,IPR039070 ,J:72247 
MGI:1095396,Col16a1,"collagen, type XVI, alpha 1",4,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:1095396,Col16a1,"collagen, type XVI, alpha 1",4,,extracellular matrix structural constituent conferring tensile strength,happens in lung|happens in colon,,RCA,,J:265604 
MGI:1095396,Col16a1,"collagen, type XVI, alpha 1",4,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:88450,Col17a1,"collagen, type XVII, alpha 1",19,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:88451,Col18a1,"collagen, type XVIII, alpha 1",10,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:88451,Col18a1,"collagen, type XVIII, alpha 1",10,,extracellular matrix structural constituent conferring tensile strength,happens in lung|happens in colon,,RCA,,J:265604 
MGI:88451,Col18a1,"collagen, type XVIII, alpha 1",10,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:1095415,Col19a1,"collagen, type XIX, alpha 1",1,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:1916950,Col22a1,"collagen, type XXII, alpha 1",15,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:1916950,Col22a1,"collagen, type XXII, alpha 1",15,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:2653243,Col23a1,"collagen, type XXIII, alpha 1",11,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:2653243,Col23a1,"collagen, type XXIII, alpha 1",11,,extracellular matrix structural constituent conferring tensile strength,happens in lung,,RCA,,J:265604 
MGI:1918605,Col24a1,"collagen, type XXIV, alpha 1",3,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:1918605,Col24a1,"collagen, type XXIV, alpha 1",3,,extracellular matrix structural constituent conferring tensile strength,happens in colon,,RCA,,J:265604 
MGI:1918605,Col24a1,"collagen, type XXIV, alpha 1",3,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:1924268,Col25a1,"collagen, type XXV, alpha 1",3,,extracellular matrix structural constituent conferring tensile strength,happens in lung,,RCA,,J:265604 
MGI:2672118,Col27a1,"collagen, type XXVII, alpha 1",4,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:2672118,Col27a1,"collagen, type XXVII, alpha 1",4,,extracellular matrix structural constituent,happens in long bone epiphyseal plate,,IDA,,J:182341 
MGI:2672118,Col27a1,"collagen, type XXVII, alpha 1",4,,extracellular matrix structural constituent conferring tensile strength,happens in lung|happens in colon,,RCA,,J:265604 
MGI:2672118,Col27a1,"collagen, type XXVII, alpha 1",4,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:2685312,Col28a1,"collagen, type XXVIII, alpha 1",6,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:2685312,Col28a1,"collagen, type XXVIII, alpha 1",6,,extracellular matrix structural constituent conferring tensile strength,happens in lung,PR:Q2UY11-2,RCA,,J:265604 
MGI:2685312,Col28a1,"collagen, type XXVIII, alpha 1",6,,extracellular matrix structural constituent conferring tensile strength,happens in colon,,RCA,,J:265604 
MGI:2685312,Col28a1,"collagen, type XXVIII, alpha 1",6,,extracellular matrix structural constituent conferring tensile strength,happens in islets of Langerhans,,RCA,,J:265607 
MGI:1338761,Colq,collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase,14,,extracellular matrix structural constituent,,,IBA,PTN002513067 ,J:265628 
MGI:1338761,Colq,collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase,14,,extracellular matrix structural constituent,happens in lung|happens in colon,,RCA,,J:265604 
MGI:88469,Comp,cartilage oligomeric matrix protein,8,,extracellular matrix structural constituent,,,ISO,RGD:2378 ,J:155856 
MGI:1334462,Copa,coatomer protein complex subunit alpha,1,,structural molecule activity,,,IEA,IPR006692 IPR010714 ,J:72247 
MGI:1917599,Copb1,"coatomer protein complex, subunit beta 1",7,,structural molecule activity,,,IEA,IPR011710 ,J:72247 
MGI:1354962,Copb2,"coatomer protein complex, subunit beta 2 (beta prime)",9,,structural molecule activity,,,IEA,IPR006692 ,J:72247 
MGI:1891702,Cope,"coatomer protein complex, subunit epsilon",8,,structural molecule activity,,,IEA,IPR006822 ,J:72247 
MGI:1858696,Copg1,"coatomer protein complex, subunit gamma 1",6,,structural molecule activity,,,IEA,IPR013040 IPR037067 ,J:72247 
MGI:1858683,Copg2,"coatomer protein complex, subunit gamma 2",6,,structural molecule activity,,,IEA,IPR013040 IPR037067 ,J:72247 
MGI:104841,Cpox,coproporphyrinogen oxidase,16,,structural constituent of eye lens,,,IMP,MGI:97287 ,J:80817 
MGI:2152539,Creld1,cysteine-rich with EGF-like domains 1,6,,extracellular matrix structural constituent,happens in islets of Langerhans,,RCA,,J:265607 
MGI:1923987,Creld2,cysteine-rich with EGF-like domains 2,15,,extracellular matrix structural constituent,happens in islets of Langerhans,,RCA,,J:265607 
