MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:99678,Actn3,actinin alpha 3,19,,actin filament binding,,,IDA,,J:93130 
MGI:99678,Actn3,actinin alpha 3,19,,actin filament binding,,,TAS,,J:32589 
MGI:1890773,Actn4,actinin alpha 4,7,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:1890773,Actn4,actinin alpha 4,7,,actin filament binding,,,IDA,,J:93130 J:136002 
MGI:1890773,Actn4,actinin alpha 4,7,,actin filament binding,,,ISO,O43707 ,J:164563 
MGI:1858964,Actr1a,"ARP1 actin-related protein 1A, centractin alpha",19,contributes_to,microtubule cortical anchor activity,,,IBA,PTN000233665 ,J:265628 
MGI:1917446,Actr1b,"ARP1 actin-related protein 1B, centractin beta",1,contributes_to,microtubule cortical anchor activity,,,IBA,PTN000233665 ,J:265628 
MGI:1913963,Actr2,ARP2 actin-related protein 2,11,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:1913963,Actr2,ARP2 actin-related protein 2,11,contributes_to,actin filament binding,,,IBA,PTN000233596 ,J:265628 
MGI:1913963,Actr2,ARP2 actin-related protein 2,11,contributes_to,actin filament binding,,,ISO,P61160 ,J:164563 
MGI:1913963,Actr2,ARP2 actin-related protein 2,11,,cytoskeletal protein binding,,,ISO,RGD:1310826 ,J:155856 
MGI:1921367,Actr3,ARP3 actin-related protein 3,1,,actin binding,,,ISO,RGD:71024 ,J:155856 
MGI:1921367,Actr3,ARP3 actin-related protein 3,1,contributes_to,actin filament binding,,,IBA,PTN000233796 ,J:265628 
MGI:1921367,Actr3,ARP3 actin-related protein 3,1,contributes_to,actin filament binding,,,ISO,P61158 ,J:164563 
MGI:2661120,Actr3b,ARP3 actin-related protein 3B,5,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:2661120,Actr3b,ARP3 actin-related protein 3B,5,contributes_to,actin filament binding,,,IBA,PTN000233796 ,J:265628 
MGI:1891654,Actr10,ARP10 actin-related protein 10,12,contributes_to,microtubule cortical anchor activity,,,IBA,PTN000233665 ,J:265628 
MGI:1341110,Adcy8,adenylate cyclase 8,15,,actin binding,,,ISO,RGD:2036 ,J:155856 
MGI:87918,Add1,adducin 1 (alpha),5,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:87918,Add1,adducin 1 (alpha),5,,actin filament binding,,,IBA,PTN000072560 ,J:265628 
MGI:87918,Add1,adducin 1 (alpha),5,,actin filament binding,,,ISO,P35611 ,J:164563 
MGI:87918,Add1,adducin 1 (alpha),5,,spectrin binding,,,IBA,PTN000072560 ,J:265628 
MGI:87918,Add1,adducin 1 (alpha),5,,spectrin binding,,,ISO,P35611 ,J:164563 
MGI:87919,Add2,adducin 2 (beta),6,,actin binding,,,ISO,P35612 ,J:164563 
MGI:87919,Add2,adducin 2 (beta),6,,actin filament binding,,,IBA,PTN000072560 ,J:265628 
MGI:87919,Add2,adducin 2 (beta),6,,actin filament binding,,,ISO,P35612 ,J:164563 
MGI:87919,Add2,adducin 2 (beta),6,,spectrin binding,,,IBA,PTN000072560 ,J:265628 
MGI:87919,Add2,adducin 2 (beta),6,,spectrin binding,,,ISO,P35612 ,J:164563 
MGI:1351615,Add3,adducin 3 (gamma),19,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:1351615,Add3,adducin 3 (gamma),19,,actin filament binding,,,IBA,PTN000072560 ,J:265628 
MGI:1351615,Add3,adducin 3 (gamma),19,,spectrin binding,,,IBA,PTN000072560 ,J:265628 
MGI:1274784,Adgrv1,adhesion G protein-coupled receptor V1,13,,myosin binding,,,IPI,P97479 ,J:122415 
MGI:1338758,Adnp,activity-dependent neuroprotective protein,2,,beta-tubulin binding,,,ISO,RGD:71030 ,J:155856 
MGI:99402,Adora2a,adenosine A2a receptor,10,,alpha-actinin binding,,,ISO,RGD:2049 ,J:155856 
MGI:87947,Adssl1,adenylosuccinate synthetase like 1,12,,actin filament binding,,,ISO,RGD:1590342 ,J:155856 
MGI:1917542,Afap1,actin filament associated protein 1,5,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:1314653,Afdn,"afadin, adherens junction formation factor",17,,actin filament binding,,,ISO,P55196 ,J:164563 
MGI:3646469,Agbl1,ATP/GTP binding protein-like 1,7,,tubulin binding,,,IDA,,J:166837 
MGI:1918244,Agbl4,ATP/GTP binding protein-like 4,4,,tubulin binding,,,IDA,,J:166837 
MGI:2441745,Agbl5,ATP/GTP binding protein-like 5,5,,tubulin binding,,,IDA,,J:166837 
MGI:2159437,Agtpbp1,ATP/GTP binding protein 1,13,,tubulin binding,,,IDA,,J:166837 
MGI:1343098,Aif1,allograft inflammatory factor 1,17,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:1343098,Aif1,allograft inflammatory factor 1,17,,actin filament binding,,,IBA,PTN000039781 ,J:265628 
MGI:1343098,Aif1,allograft inflammatory factor 1,17,,actin filament binding,,,IMP,,J:269679 
MGI:1343098,Aif1,allograft inflammatory factor 1,17,,actin filament binding,,,ISO,P55008 ,J:164563 
MGI:1919598,Aif1l,allograft inflammatory factor 1-like,2,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:1919598,Aif1l,allograft inflammatory factor 1-like,2,,actin filament binding,,,IBA,PTN000039781 ,J:265628 
MGI:1919598,Aif1l,allograft inflammatory factor 1-like,2,,actin filament binding,,,ISO,Q9BQI0 ,J:164563 
MGI:1341886,Ajuba,ajuba LIM protein,14,,actin filament binding,,,IDA,,J:99454 
MGI:104729,Akap1,A kinase (PRKA) anchor protein 1,11,,beta-tubulin binding,,,ISO,RGD:620826 ,J:155856 
MGI:104729,Akap1,A kinase (PRKA) anchor protein 1,11,,microtubule binding,,,ISO,RGD:620826 ,J:155856 
MGI:2685104,Akap5,A kinase (PRKA) anchor protein 5,12,,actin binding,,,ISO,RGD:620829 ,J:155856 
MGI:87994,Aldoa,"aldolase A, fructose-bisphosphate",7,,cytoskeletal protein binding,,,ISO,P04075 ,J:164563 
MGI:87995,Aldob,"aldolase B, fructose-bisphosphate",4,,cytoskeletal protein binding,,,ISO,P05062 ,J:164563 
MGI:101863,Aldoc,"aldolase C, fructose-bisphosphate",11,,cytoskeletal protein binding,,,ISO,P09972 ,J:164563 
MGI:1919291,Alkbh4,"alkB homolog 4, lysine demethylase",5,,actin binding,,,IBA,PTN002647352 ,J:265628 
MGI:1919291,Alkbh4,"alkB homolog 4, lysine demethylase",5,,actin binding,,,ISO,Q9NXW9 ,J:164563 
MGI:1934606,Alms1,"ALMS1, centrosome and basal body associated",6,,alpha-actinin binding,,,IPI,O88990 P57780 Q7TPR4 Q9JI91 ,J:187422 
MGI:1934606,Alms1,"ALMS1, centrosome and basal body associated",6,,microtubule binding,,,IBA,PTN002502336 ,J:265628 
MGI:88015,Ampd1,adenosine monophosphate deaminase 1,3,,myosin heavy chain binding,,,ISO,RGD:2109 ,J:155856 
MGI:88022,Ang,"angiogenin, ribonuclease, RNase A family, 5",14,,actin binding,,,ISO,P03950 ,J:164563 
MGI:88024,Ank1,"ankyrin 1, erythroid",8,,cytoskeletal adaptor activity,,,ISO,P16157 ,J:164563 
MGI:88024,Ank1,"ankyrin 1, erythroid",8,,spectrin binding,,,ISO,P16157 ,J:164563 
MGI:88026,Ank3,"ankyrin 3, epithelial",10,,cytoskeletal protein binding,,,ISO,RGD:620157 ,J:155856 
MGI:88026,Ank3,"ankyrin 3, epithelial",10,,spectrin binding,,,ISO,RGD:620157 ,J:155856 
MGI:1097717,Ankrd1,ankyrin repeat domain 1 (cardiac muscle),19,,titin binding,,,IPI,A2ASS6 ,J:137586 
MGI:1097717,Ankrd1,ankyrin repeat domain 1 (cardiac muscle),19,,titin binding,,,ISO,Q15327 ,J:164563 
MGI:1861447,Ankrd2,ankyrin repeat domain 2 (stretch responsive muscle),19,,titin binding,,,IPI,A2ASS6 ,J:137586 
MGI:1925571,Ankrd23,ankyrin repeat domain 23,1,,titin binding,,,ISO,Q86SG2 ,J:164563 
MGI:1920174,Anln,"anillin, actin binding protein",9,,actin binding,,,ISO,Q9NQW6 ,J:73065 
MGI:1916788,Antxr1,anthrax toxin receptor 1,6,,actin filament binding,,,ISO,Q9H6X2 ,J:164563 
MGI:88246,Anxa2,annexin A2,9,,cytoskeletal protein binding,,,IEA,IPR002389 ,J:72247 
MGI:88255,Anxa6,annexin A6,11,,actin filament binding,,,IBA,PTN002574762 ,J:265628 
MGI:1201374,Anxa8,annexin A8,14,,actin filament binding,,,ISO,P13928 ,J:164563 
MGI:2384822,Ap1ar,adaptor-related protein complex 1 associated regulatory protein,3,,kinesin binding,,,IBA,PTN002158628 ,J:265628 
MGI:2384822,Ap1ar,adaptor-related protein complex 1 associated regulatory protein,3,,kinesin binding,,,ISO,P85970 ,J:73065 
MGI:2384822,Ap1ar,adaptor-related protein complex 1 associated regulatory protein,3,,kinesin binding,,,ISO,Q63HQ0 ,J:164563 
MGI:101919,Ap1g1,"adaptor protein complex AP-1, gamma 1 subunit",8,,kinesin binding,,,ISO,O43747 ,J:164563 
MGI:107765,Apbb1,"amyloid beta (A4) precursor protein-binding, family B, member 1",7,,tau protein binding,,,ISO,RGD:2122 ,J:155856 
MGI:88039,Apc,"APC, WNT signaling pathway regulator",18,,microtubule binding,,,ISO,RGD:2123 ,J:155856 
MGI:88039,Apc,"APC, WNT signaling pathway regulator",18,,microtubule binding,,,ISO,P25054 ,J:164563 
MGI:88039,Apc,"APC, WNT signaling pathway regulator",18,,microtubule plus-end binding,,,IDA,,J:138829 
MGI:88039,Apc,"APC, WNT signaling pathway regulator",18,,microtubule plus-end binding,,,ISO,P25054 ,J:164563 
MGI:88057,Apoe,apolipoprotein E,7,,tau protein binding,,,ISO,P02649 ,J:164563 
MGI:1914134,Appbp2,amyloid beta precursor protein (cytoplasmic tail) binding protein 2,11,,microtubule binding,,,ISO,O95095 ,J:73065 
MGI:1920243,Appl1,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1",14,,beta-tubulin binding,,,ISO,Q9UKG1 ,J:164563 
MGI:1096865,Aqp2,aquaporin 2,15,,actin binding,,,ISO,RGD:2142 ,J:155856 
MGI:88067,Arc,activity regulated cytoskeletal-associated protein,15,,actin binding,,,TAS,,J:61449 
MGI:2442988,Arfgef1,ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited),1,,myosin binding,,,ISO,Q9Y6D6 ,J:164563 
MGI:2139354,Arfgef2,ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited),2,,myosin binding,,,ISO,RGD:631430 ,J:155856 
MGI:103264,Arhgef2,rho/rac guanine nucleotide exchange factor (GEF) 2,3,,microtubule binding,,,IDA,,J:99758 
MGI:103264,Arhgef2,rho/rac guanine nucleotide exchange factor (GEF) 2,3,,microtubule binding,,,ISO,Q92974 ,J:164563 
MGI:2444453,Arhgef10,Rho guanine nucleotide exchange factor (GEF) 10,8,,kinesin binding,,,ISO,O15013 ,J:164563 
MGI:1929699,Arl3,ADP-ribosylation factor-like 3,19,,microtubule binding,,,ISO,P36405 ,J:164563 
MGI:2445172,Arl4c,ADP-ribosylation factor-like 4C,1,,alpha-tubulin binding,,,ISO,P56559 ,J:164563 
MGI:1914416,Arl8b,ADP-ribosylation factor-like 8B,6,,alpha-tubulin binding,,,ISO,Q9NVJ2 ,J:164563 
MGI:1914416,Arl8b,ADP-ribosylation factor-like 8B,6,,beta-tubulin binding,,,ISO,Q9NVJ2 ,J:164563 
MGI:1928896,Arpc1a,"actin related protein 2/3 complex, subunit 1A",5,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:1928896,Arpc1a,"actin related protein 2/3 complex, subunit 1A",5,,actin filament binding,,,IBA,PTN000076207 ,J:265628 
MGI:1343142,Arpc1b,"actin related protein 2/3 complex, subunit 1B",5,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:1343142,Arpc1b,"actin related protein 2/3 complex, subunit 1B",5,,actin filament binding,,,IBA,PTN000076207 ,J:265628 
MGI:1343142,Arpc1b,"actin related protein 2/3 complex, subunit 1B",5,contributes_to,actin filament binding,,,ISO,O15143 ,J:164563 
MGI:1923959,Arpc2,"actin related protein 2/3 complex, subunit 2",1,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:1923959,Arpc2,"actin related protein 2/3 complex, subunit 2",1,,actin filament binding,,,IBA,PTN000248611 ,J:265628 
MGI:1923959,Arpc2,"actin related protein 2/3 complex, subunit 2",1,contributes_to,actin filament binding,,,ISO,O15144 ,J:164563 
MGI:1928375,Arpc3,"actin related protein 2/3 complex, subunit 3",5,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:1928375,Arpc3,"actin related protein 2/3 complex, subunit 3",5,contributes_to,actin filament binding,,,IBA,PTN000273425 ,J:265628 
MGI:1928375,Arpc3,"actin related protein 2/3 complex, subunit 3",5,contributes_to,actin filament binding,,,ISO,O15145 ,J:164563 
MGI:1915339,Arpc4,"actin related protein 2/3 complex, subunit 4",6,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:1915339,Arpc4,"actin related protein 2/3 complex, subunit 4",6,contributes_to,actin filament binding,,,ISO,P59998 ,J:164563 
MGI:1915021,Arpc5,"actin related protein 2/3 complex, subunit 5",1,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:1915021,Arpc5,"actin related protein 2/3 complex, subunit 5",1,,actin filament binding,,,IBA,PTN000291131 ,J:265628 
MGI:1915021,Arpc5,"actin related protein 2/3 complex, subunit 5",1,contributes_to,actin filament binding,,,ISO,O15511 ,J:164563 
MGI:1921442,Arpc5l,"actin related protein 2/3 complex, subunit 5-like",2,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:1921442,Arpc5l,"actin related protein 2/3 complex, subunit 5-like",2,,actin filament binding,,,IBA,PTN000291131 ,J:265628 
MGI:2448730,Atcay,"ataxia, cerebellar, Cayman type",10,,kinesin binding,,,ISO,Q86WG3 ,J:164563 
MGI:2141857,Atf5,activating transcription factor 5,7,,tubulin binding,,,ISO,Q9Y2D1 ,J:164563 
MGI:88105,Atp1a1,"ATPase, Na+/K+ transporting, alpha 1 polypeptide",3,,ankyrin binding,,,ISO,RGD:2167 ,J:155856 
MGI:1333798,Avil,advillin,10,,actin binding,,,ISO,RGD:620301 ,J:155856 
MGI:1333798,Avil,advillin,10,,actin filament binding,,,IEA,IPR007122 ,J:72247 
MGI:1347244,Axl,AXL receptor tyrosine kinase,7,,myosin heavy chain binding,,,ISO,RGD:620028 ,J:155856 
MGI:95705,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",4,,alpha-tubulin binding,,,ISO,P15291 ,J:164563 
MGI:95705,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",4,,beta-tubulin binding,,,ISO,P15291 ,J:164563 
MGI:95705,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",4,,cytoskeletal protein binding,,PR:P15535-1,IDA,,J:17178 J:28214 
MGI:2387643,B9d2,B9 protein domain 2,7,,gamma-tubulin binding,,,IDA,,J:132820 
MGI:1891254,Bag2,BCL2-associated athanogene 2,1,,tau protein binding,happens in hippocampal neuron|happens in neuron of cerebral cortex,,IPI,P19332 ,J:259129 
MGI:2137336,Baiap2,brain-specific angiogenesis inhibitor 1-associated protein 2,11,,cytoskeletal adaptor activity,,,IEA,IPR030128 ,J:72247 
MGI:1914148,Baiap2l1,BAI1-associated protein 2-like 1,5,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:2143311,Bbs4,Bardet-Biedl syndrome 4 (human),9,,alpha-tubulin binding,,,ISO,Q96RK4 ,J:164563 
MGI:2143311,Bbs4,Bardet-Biedl syndrome 4 (human),9,,beta-tubulin binding,,,ISO,Q96RK4 ,J:164563 
MGI:2143311,Bbs4,Bardet-Biedl syndrome 4 (human),9,,dynactin binding,,,ISO,Q96RK4 ,J:164563 
MGI:2385848,Bcas3,breast carcinoma amplified sequence 3,11,,beta-tubulin binding,,,ISO,Q9H6U6 ,J:164563 
MGI:1913415,Bccip,BRCA2 and CDKN1A interacting protein,7,,tubulin binding,,,IBA,PTN000327451 ,J:265628 
MGI:1913415,Bccip,BRCA2 and CDKN1A interacting protein,7,,tubulin binding,,,ISO,Q9P287 ,J:164563 
MGI:1197519,Bcl2l11,BCL2-like 11 (apoptosis facilitator),2,,microtubule binding,,,IBA,PTN001738900 ,J:265628 
MGI:1197519,Bcl2l11,BCL2-like 11 (apoptosis facilitator),2,,microtubule binding,happens in T cell,,IDA,,J:111822 
MGI:1197519,Bcl2l11,BCL2-like 11 (apoptosis facilitator),2,contributes_to,microtubule binding,,,ISO,O43521 ,J:164563 
MGI:3606746,Bex4,brain expressed X-linked 4,X,,alpha-tubulin binding,,,ISO,Q9NWD9 ,J:164563 
MGI:1101760,Bicd1,BICD cargo adaptor 1,6,,cytoskeletal adaptor activity,,,IBA,PTN002830232 ,J:265628 
MGI:1101760,Bicd1,BICD cargo adaptor 1,6,,cytoskeletal adaptor activity,,,ISO,Q96G01 ,J:164563 
MGI:1101760,Bicd1,BICD cargo adaptor 1,6,,dynactin binding,,,IBA,PTN001261417 ,J:265628 
MGI:1101760,Bicd1,BICD cargo adaptor 1,6,,dynactin binding,,,ISO,Q96G01 ,J:164563 
MGI:1924145,Bicd2,BICD cargo adaptor 2,13,,cytoskeletal adaptor activity,,,IEA,IPR018477 ,J:72247 
MGI:1924145,Bicd2,BICD cargo adaptor 2,13,,dynactin binding,,,IBA,PTN001261417 ,J:265628 
MGI:1924145,Bicd2,BICD cargo adaptor 2,13,,dynactin binding,,,IDA,,J:200276 
MGI:1922915,Bicdl1,BICD family like cargo adaptor 1,5,,dynactin binding,,,IDA,,J:159294 
MGI:108092,Bin1,bridging integrator 1,18,,actin filament binding,,,ISO,O00499 ,J:164563 
MGI:108092,Bin1,bridging integrator 1,18,,tau protein binding,,,IBA,PTN002926115 ,J:265628 
MGI:108092,Bin1,bridging integrator 1,18,,tau protein binding,,,IPI,P10637 ,J:201933 
MGI:108092,Bin1,bridging integrator 1,18,,tau protein binding,,,ISO,O00499 ,J:164563 
MGI:1929883,Bin3,bridging integrator 3,14,,cytoskeletal protein binding,,,IBA,PTN002932529 ,J:265628 
MGI:1203517,Birc5,baculoviral IAP repeat-containing 5,11,,microtubule binding,,,ISO,O15392 ,J:164563 
MGI:1203517,Birc5,baculoviral IAP repeat-containing 5,11,,tubulin binding,,,ISO,O15392 ,J:164563 
MGI:1920939,Bloc1s2,"biogenesis of lysosomal organelles complex-1, subunit 2",19,,gamma-tubulin binding,,,IBA,PTN000839566 ,J:265628 
MGI:1920939,Bloc1s2,"biogenesis of lysosomal organelles complex-1, subunit 2",19,,gamma-tubulin binding,,,ISO,Q6QNY1 ,J:164563 
MGI:1927580,Bloc1s6,"biogenesis of lysosomal organelles complex-1, subunit 6, pallidin",2,,actin filament binding,,,ISO,Q9UL45 ,J:164563 
MGI:1338820,Bmp10,bone morphogenetic protein 10,6,,telethonin binding,,,ISO,O95393 ,J:164563 
MGI:109337,Brca2,"breast cancer 2, early onset",5,,gamma-tubulin binding,,,ISO,P51587 ,J:164563 
MGI:2685946,Brsk1,BR serine/threonine kinase 1,7,,gamma-tubulin binding,,,IDA,,J:154946 
MGI:103013,Cacna1c,"calcium channel, voltage-dependent, L type, alpha 1C subunit",6,,alpha-actinin binding,,,ISO,Q13936 ,J:164563 
MGI:88293,Cacna1d,"calcium channel, voltage-dependent, L type, alpha 1D subunit",14,,alpha-actinin binding,,,ISO,Q01668 ,J:164563 
MGI:88293,Cacna1d,"calcium channel, voltage-dependent, L type, alpha 1D subunit",14,,ankyrin binding,,,IPI,Q01484 ,J:185021 
MGI:88293,Cacna1d,"calcium channel, voltage-dependent, L type, alpha 1D subunit",14,,ankyrin binding,,,ISO,RGD:70973 ,J:155856 
MGI:894644,Cacnb2,"calcium channel, voltage-dependent, beta 2 subunit",2,,actin filament binding,,,IDA,,J:231245 
MGI:894644,Cacnb2,"calcium channel, voltage-dependent, beta 2 subunit",2,,actin filament binding,,,ISO,RGD:67385 ,J:155856 
MGI:1270839,Cacybp,calcyclin binding protein,1,,tubulin binding,,,IEA,IPR037893 ,J:72247 
MGI:88250,Cald1,caldesmon 1,6,,actin binding,,,ISO,RGD:2256 ,J:155856 
MGI:88250,Cald1,caldesmon 1,6,,actin binding,,,TAS,,J:88666 
MGI:1341265,Camk2d,"calcium/calmodulin-dependent protein kinase II, delta",3,,titin binding,,,ISO,Q13557 ,J:164563 
MGI:3036242,Camsap1,calmodulin regulated spectrin-associated protein 1,2,,microtubule binding,,,ISO,Q5T5Y3 ,J:164563 
MGI:3036242,Camsap1,calmodulin regulated spectrin-associated protein 1,2,,microtubule minus-end binding,,,IBA,PTN001091246 ,J:265628 
MGI:3036242,Camsap1,calmodulin regulated spectrin-associated protein 1,2,,microtubule minus-end binding,,,ISO,Q5T5Y3 ,J:164563 
MGI:3036242,Camsap1,calmodulin regulated spectrin-associated protein 1,2,,spectrin binding,,,ISO,RGD:1565022 ,J:155856 
MGI:3036242,Camsap1,calmodulin regulated spectrin-associated protein 1,2,,spectrin binding,,,ISO,Q5T5Y3 ,J:164563 
MGI:1922434,Camsap2,"calmodulin regulated spectrin-associated protein family, member 2",1,,microtubule binding,,,IEA,IPR014797 IPR032940 ,J:72247 
MGI:1922434,Camsap2,"calmodulin regulated spectrin-associated protein family, member 2",1,,microtubule minus-end binding,,,IBA,PTN001091246 ,J:265628 
MGI:1922434,Camsap2,"calmodulin regulated spectrin-associated protein family, member 2",1,,microtubule minus-end binding,,,ISO,Q08AD1 ,J:164563 
MGI:1922434,Camsap2,"calmodulin regulated spectrin-associated protein family, member 2",1,,spectrin binding,,,IEA,IPR031372 ,J:72247 
MGI:1916947,Camsap3,"calmodulin regulated spectrin-associated protein family, member 3",8,,actin filament binding,,,ISO,Q9P1Y5 ,J:164563 
MGI:1916947,Camsap3,"calmodulin regulated spectrin-associated protein family, member 3",8,,microtubule binding,,,IEA,IPR014797 IPR032940 ,J:72247 
MGI:1916947,Camsap3,"calmodulin regulated spectrin-associated protein family, member 3",8,,microtubule minus-end binding,,,IBA,PTN001091246 ,J:265628 
MGI:1916947,Camsap3,"calmodulin regulated spectrin-associated protein family, member 3",8,,microtubule minus-end binding,,,IDA,,J:208866 J:229814 J:248450 
MGI:1916947,Camsap3,"calmodulin regulated spectrin-associated protein family, member 3",8,,microtubule minus-end binding,,,ISO,Q9P1Y5 ,J:164563 
MGI:1916947,Camsap3,"calmodulin regulated spectrin-associated protein family, member 3",8,,spectrin binding,,,IEA,IPR031372 ,J:72247 
MGI:88262,Cap1,"CAP, adenylate cyclase-associated protein 1 (yeast)",4,,actin binding,,,IBA,PTN000068843 ,J:265628 
MGI:1914502,Cap2,"CAP, adenylate cyclase-associated protein, 2 (yeast)",13,,actin binding,,,IBA,PTN000068843 ,J:265628 
MGI:1098259,Capg,"capping protein (actin filament), gelsolin-like",6,,actin binding,,,IEA,KW-0009 ,J:60000 
MGI:1098259,Capg,"capping protein (actin filament), gelsolin-like",6,,actin filament binding,,,IEA,IPR007122 ,J:72247 
MGI:88263,Capn1,calpain 1,19,,cytoskeletal protein binding,,,ISO,RGD:2267 ,J:155856 
MGI:88264,Capn2,calpain 2,1,,cytoskeletal protein binding,,,ISO,RGD:2268 ,J:155856 
MGI:107437,Capn3,calpain 3,2,,titin binding,,,ISO,RGD:2269 ,J:155856 
MGI:107437,Capn3,calpain 3,2,,titin binding,,,ISO,P20807 ,J:164563 
MGI:1100850,Capn6,calpain 6,X,,microtubule binding,,,IDA,,J:121389 
